start,end,word
66.02,66.02,award
66.02,66.02,award
66.02,66.02,award
66.02,66.02,award
66.02,66.02,award
66.02,66.02,award
66.02,66.02,award
66.02,66.02,award
66.02,66.02,award
66.02,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.1,award
66.1,66.26,Thank
66.26,66.26,you.
