start,end,word
90.4,90.98,AI
90.98,91.72,evaluates
91.72,91.88,your
91.88,92.26,website
92.26,92.58,across
92.58,92.82,the
92.82,93.2,areas
93.2,93.38,that
93.38,93.62,matter
93.62,94.06,most.
94.06,95.06,First
95.06,95.62,"impressions,"
96.06,96.66,mobile
96.66,97.46,"experience,"
98.1,98.48,pricing
98.48,99.24,"transparency,"
99.98,100.2,lead
100.2,100.64,"capture,"
101.2,101.5,trust
101.5,101.72,and
101.72,102.3,"credibility,"
102.64,103.14,and
103.14,103.26,the
103.26,103.72,overall
103.72,104.36,enquiry
104.36,104.76,journey.
106.02,106.9,"Together,"
107.12,107.24,they
107.24,107.6,create
107.6,107.74,a
107.74,108.14,complete
108.14,108.6,picture
108.6,108.86,of
108.86,109.06,how
109.06,109.62,effectively
109.62,109.9,your
109.9,110.34,website
110.34,110.98,converts
110.98,111.52,visitors
111.52,111.96,into
111.96,112.6,enquiries.
112.6,113.44,Every
113.44,113.82,score
113.82,114.06,is
114.06,114.3,backed
114.3,114.54,by
114.54,115.0,detailed
115.0,115.54,analysis.
116.12,116.74,Studio
116.74,117.18,AI
117.18,117.68,shows
117.68,117.9,what
117.9,118.02,it
118.02,118.44,"found,"
118.7,119.06,why
119.06,119.26,it
119.26,119.66,"matters,"
119.88,120.52,and
120.52,120.98,exactly
120.98,121.26,what
121.26,121.5,should
121.5,121.68,be
121.68,122.22,improved.
123.44,124.28,Where
124.28,124.96,"appropriate,"
125.54,125.9,Studio
125.9,126.34,AI
126.34,126.68,can
126.68,126.96,also
126.96,127.54,identify
127.54,128.36,opportunities
128.36,129.02,where
129.02,129.36,venue
129.36,129.68,bots'
129.82,130.26,conversion
130.26,130.84,systems
130.84,131.08,could
131.08,131.46,further
131.46,131.88,strengthen
131.88,132.18,your
132.18,132.88,enquiry
132.88,133.32,"journey,"
133.66,134.16,helping
134.16,134.6,venues
134.6,135.08,respond
135.08,135.74,"faster,"
136.1,136.38,capture
136.38,136.6,more
136.6,137.28,"opportunities,"
137.6,137.9,and
137.9,138.42,improve
138.42,138.9,follow
138.9,139.1,-up
139.1,139.78,consistency.
141.42,142.08,And
142.08,142.38,here's
142.38,142.5,the
142.5,142.92,reality.
143.4,143.88,Most
143.88,144.32,venues
144.32,144.74,don't
144.74,144.92,have
144.92,145.02,a
145.02,145.34,traffic
145.34,145.74,problem.
145.74,146.32,They
146.32,146.52,have
146.52,146.62,a
146.62,147.2,conversion
147.2,147.64,problem.
148.04,148.54,It's
148.54,148.7,not
148.7,149.16,uncommon
149.16,149.44,for
149.44,149.7,wedding
149.7,150.1,venues
150.1,150.32,to
150.32,150.66,lose
150.66,151.02,between
151.02,151.58,30
151.58,152.0,and
152.0,152.44,50
152.44,152.74,%
152.74,153.06,of
153.06,153.54,potential
153.54,154.24,enquiries
154.24,154.72,before
154.72,154.92,a
154.92,155.18,couple
155.18,155.56,ever
155.56,155.88,gets
155.88,156.06,in
156.06,156.4,touch.
157.7,158.36,The
158.36,158.54,good
158.54,158.82,news
158.82,159.0,is
159.0,159.16,that
159.16,159.42,once
159.42,159.58,you
159.58,159.74,can
159.74,160.06,see
160.06,160.34,those
160.34,160.78,"issues,"
161.06,161.34,you
161.34,161.5,can
161.5,161.82,start
161.82,162.2,fixing
162.2,162.46,them.
163.82,164.48,But
164.48,164.64,your
164.64,165.08,website
165.08,165.56,doesn't
165.56,165.96,exist
165.96,166.2,in
166.2,166.74,isolation.
166.74,167.78,Couples
167.78,167.88,are
167.88,168.4,comparing
168.4,168.82,multiple
168.82,169.34,venues
169.34,169.74,before
169.74,170.08,making
170.08,170.28,a
170.28,170.66,decision.
172.22,173.0,"Next,"
173.32,173.8,competitor
173.8,174.3,intel.
174.66,175.08,And
175.08,175.3,how
175.3,175.68,Studio
175.68,176.1,AI
176.1,176.48,shows
176.48,176.6,you
176.6,177.04,exactly
177.04,177.34,where
177.34,177.54,your
177.54,177.86,venue
177.86,178.3,stands
178.3,178.56,against
178.56,178.82,the
178.82,179.32,competition.
179.32,179.82,Cantonastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedastedasted
