start,end,word
108.74,108.74,"leaving,"
108.74,108.74,no
108.74,108.74,"leaving,"
108.74,108.74,no
108.74,108.74,"leaving,"
108.74,108.74,no
108.74,108.74,"leaving,"
108.74,108.74,no
108.74,108.74,"leaving,"
108.74,108.74,no
108.74,108.74,"leaving,"
108.74,108.74,no
108.74,108.74,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.8,108.8,no
108.8,108.8,"leaving,"
108.86,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,108.88,no
108.88,108.88,"leaving,"
108.88,109.14,no
109.14,109.14,leaving
